Wall time,Step,Value
1724252490.473255,9,1.0432116985321045
1724252492.484782,19,0.9121469855308533
1724252496.645078,39,0.803769052028656
1724252500.8507452,59,0.7534339427947998
1724252502.953166,69,0.5917426943778992
1724252505.0564559,79,0.8208493590354919
1724252507.182504,89,1.1108912229537964
1724252509.282088,99,0.7659759521484375
1724252511.449051,109,0.4233783781528473
1724252513.557049,119,0.3972383737564087
1724252515.702793,129,0.48068174719810486
1724252517.827141,139,0.7038860321044922
1724252519.960924,149,0.8718679547309875
1724252522.071872,159,0.6034991145133972
1724252524.1871622,169,0.33311864733695984
1724252526.3146188,179,0.5612015128135681
1724252528.4404008,189,0.20691712200641632
1724252530.473685,199,0.8834418058395386
1724252532.602279,209,0.9629979133605957
1724252534.6741529,219,0.9410974383354187
1724252536.814364,229,0.5294635891914368
1724252538.9639318,239,0.5567251443862915
1724252541.1152709,249,0.4417670965194702
1724252543.171995,259,0.362688273191452
1724252547.417244,279,0.47921350598335266
1724252553.908659,309,0.29704397916793823
1724252556.158693,319,0.7956081628799438
1724252558.448041,329,0.5513241291046143
1724252560.675738,339,0.4741211235523224
1724252562.820562,349,0.4003133773803711
1724252567.424094,369,0.32832667231559753
1724252569.588619,379,0.3341440260410309
1724252571.725416,389,0.44124144315719604
1724252574.138857,399,0.6214790344238281
1724252576.3406668,409,0.8831005096435547
1724252580.778108,429,0.1482977271080017
1724252582.9862452,439,0.622870922088623
1724252585.295988,449,0.4910706579685211
1724252587.4902232,459,0.2136336714029312
1724252589.532279,469,0.4334651529788971
1724252591.8347158,479,0.2697191834449768
1724252595.708412,499,0.24239861965179443
1724252597.8362072,509,0.031104112043976784
1724252602.298578,529,0.45804885029792786
1724252604.251942,539,0.4254019558429718
1724252606.61548,549,0.499857097864151
1724252608.303498,559,-0.21950975060462952
1724252610.6545122,569,0.5501195788383484
1724252612.782719,579,0.4078996181488037
1724252618.3332212,599,0.22853437066078186
1724252620.350419,609,0.3255492150783539
1724252634.700407,619,0.51576828956604
1724252636.625937,629,0.6461383700370789
1724252637.833697,639,0.15220747888088226
1724252639.079066,649,0.5064273476600647
1724252639.974935,659,-0.1410619020462036
1724252640.8969972,669,0.5916139483451843
1724252642.2067242,679,0.5356183052062988
1724252643.3308082,689,0.2490159124135971
1724252644.254231,699,0.3977016508579254
1724252646.5876539,719,0.3515910804271698
1724252647.3071208,729,-0.07381776720285416
1724252648.212655,739,-0.2222292721271515
1724252649.2967622,749,0.6569910645484924
1724252650.232362,759,0.6043294668197632
1724252651.211095,769,0.5050496459007263
1724252651.879393,779,-0.01757567934691906
1724252652.845952,789,0.48182442784309387
1724252653.860984,799,-0.29094335436820984
1724252655.0236979,819,0.657366931438446
1724252655.547145,829,0.7388631105422974
1724252657.0623748,849,-0.19267141819000244
1724252657.9563258,859,-0.2860005497932434
1724252658.905687,869,0.6231470108032227
1724252659.581228,879,0.4126664996147156
1724252660.380445,889,0.289106160402298
1724252661.1173928,899,0.4433705806732178
1724252662.2986329,919,-0.08725599199533463
1724252662.9491498,929,0.17212770879268646
1724252663.508665,939,0.3647649884223938
1724252664.064002,949,-0.06764232367277145
1724252664.9499269,959,0.4729335904121399
1724252665.654588,969,-0.4517884850502014
1724252666.243399,979,0.3586953282356262
1724252667.9118762,999,-0.3238581418991089
1724252668.411894,1009,0.3366117775440216
1724252669.2786481,1019,-0.01325430441647768
1724252670.0236611,1029,-0.10775003582239151
1724252670.832674,1039,-0.262776643037796
1724252671.5833511,1049,0.6604728698730469
1724252672.2342489,1059,1.9634166955947876
1724252673.104424,1069,0.2714366018772125
1724252674.576225,1089,0.1725776493549347
1724252675.3592188,1099,0.6366652846336365
1724252676.3885481,1109,-0.1267252117395401
1724252677.302525,1119,0.16221290826797485
1724252678.151259,1129,0.26028889417648315
